#Procedure: <sagnac.procedures.HeterodyneProcedure.sagnacOpticsXportProcedure>
#Parameters:
#	Time Queued: 08:50pm 2021-05-23
#	Reverse?: False
#	Sample Name: C5R4_M+
#	Saturate First?: True
#	Saturating Magnetic Field: 0.15 T
#	Saturating Magnetic Field Azimuth: 0 deg
#	Saturating Magnetic Field Polar: 90 deg
#	Filter Order Second Harmonic: 8
#	Lockin Time Constant Second Harmonic: 2 s
#	Settling: 30 s
#	Bias Magnetic Field: 0.15 T
#	Bias Magnetic Field Azimuth: 0 deg
#	Bias Magnetic Field Polar: 0 deg
#	Bias Magnetic Field step: 0.015 T
#	Pre Measurement Wait Time: 0 s
#Data:
ThetaK,X1,Y1,X2,Y2,DeltaThetaK,DeltaX1,DeltaY1,TX1,TY1,TX2,TY2,sweep_field,elapsed_time
-0.7692385757289764,1.053587327522914e-07,4.3193989581742e-07,9.607052511720179e-08,-1.8496173327933757e-09,-115.91471940910287,1.974197736141412e-07,2.2716976694589804e-07,-0.001073378606408388,0.00017029283580920855,5.536883295340048e-07,-5.790413714069418e-07,0.15,120.87800359725952
-0.035534453660138667,4.403116164740162e-08,2.588148895380299e-07,1.4019048153932876e-07,-3.358522754608035e-07,-0.19841083503348525,6.135978860227821e-08,-2.1500782275335873e-07,-0.0010676338530064672,0.00017032115670631272,5.532372572221388e-07,-5.760562516875397e-07,0.135,242.1380159854889
-0.6024136730344768,-3.2684505570739284e-07,-2.7909255972633564e-08,2.578284584363789e-07,6.801498063497941e-08,0.2773537058610385,1.737035629206106e-08,-2.0006152820994052e-08,-0.001059268663407089,0.00017033187504035814,5.506152313853706e-07,-5.906454400004091e-07,0.12,363.34500193595886
-0.04971431232493706,9.822769990195993e-08,-2.0046846864699817e-07,2.487516514609765e-07,-5.346725760536344e-07,0.06579647704212872,-3.239371259242061e-08,-7.248905855021924e-08,-0.0010584104624723225,0.00017025276562937844,5.452018036447291e-07,-6.43653204637079e-07,0.105,484.55901312828064
0.17823018895356252,-2.637482353085658e-08,1.0245717301332947e-07,3.50081899173602e-07,-3.846078026443826e-08,6.488169505649259,-2.2977906231602685e-07,1.573151945939659e-08,-0.001052810135854676,0.00017036995304652922,5.260074703750424e-07,-6.552531795655082e-07,0.09,605.7150158882141
0.3224398933503543,1.67013568067403e-07,2.608430407143457e-07,-1.7406385707037928e-07,1.2057115462959708e-07,2.6953051534400605,2.992413024211523e-07,2.418724113281606e-07,-0.0010464300208413062,0.0001702666859940602,5.223494000823149e-07,-7.284972665479851e-07,0.075,726.8650114536285
0.014041367099567341,4.207939009139867e-09,5.543451513640141e-07,-3.5597613822644707e-07,8.134215767026501e-08,-1.3463169406480937,-1.0084007814028181e-07,-1.8367151631706534e-07,-0.0010441192804161732,0.00016946356977250258,5.11218962984303e-07,-7.04772127509171e-07,0.06,848.0110218524933
0.18923764338153937,-8.920067055253066e-09,2.126552684030152e-07,-4.867593065704634e-07,-1.2180679057213312e-08,-2.0254404463397684,2.271753225263683e-08,-4.875674066924687e-10,-0.0010449129744291125,0.00016900000804514803,5.074636233131984e-07,-7.849465845137463e-07,0.045,969.1720099449158
